dataset,task,split,sample_id,label,image_path,mask_path,source_image,source_mask
acne04,classification,val,levle0_112,0,processed/acne_classification/images/val/class_0/levle0_112.jpg,,raw/acne_1024/all_1024/levle0_112.jpg,
acne04,classification,train,levle0_113,0,processed/acne_classification/images/train/class_0/levle0_113.jpg,,raw/acne_1024/all_1024/levle0_113.jpg,
acne04,classification,train,levle0_114,0,processed/acne_classification/images/train/class_0/levle0_114.jpg,,raw/acne_1024/all_1024/levle0_114.jpg,
acne04,classification,train,levle0_115,0,processed/acne_classification/images/train/class_0/levle0_115.jpg,,raw/acne_1024/all_1024/levle0_115.jpg,
acne04,classification,train,levle0_116,0,processed/acne_classification/images/train/class_0/levle0_116.jpg,,raw/acne_1024/all_1024/levle0_116.jpg,
acne04,classification,val,levle0_117,0,processed/acne_classification/images/val/class_0/levle0_117.jpg,,raw/acne_1024/all_1024/levle0_117.jpg,
acne04,classification,train,levle0_118,0,processed/acne_classification/images/train/class_0/levle0_118.jpg,,raw/acne_1024/all_1024/levle0_118.jpg,
acne04,classification,train,levle0_119,0,processed/acne_classification/images/train/class_0/levle0_119.jpg,,raw/acne_1024/all_1024/levle0_119.jpg,
acne04,classification,val,levle0_12,0,processed/acne_classification/images/val/class_0/levle0_12.jpg,,raw/acne_1024/all_1024/levle0_12.jpg,
acne04,classification,train,levle0_120,0,processed/acne_classification/images/train/class_0/levle0_120.jpg,,raw/acne_1024/all_1024/levle0_120.jpg,
acne04,classification,train,levle0_121,0,processed/acne_classification/images/train/class_0/levle0_121.jpg,,raw/acne_1024/all_1024/levle0_121.jpg,
acne04,classification,train,levle0_122,0,processed/acne_classification/images/train/class_0/levle0_122.jpg,,raw/acne_1024/all_1024/levle0_122.jpg,
acne04,classification,train,levle0_123,0,processed/acne_classification/images/train/class_0/levle0_123.jpg,,raw/acne_1024/all_1024/levle0_123.jpg,
acne04,classification,val,levle0_124,0,processed/acne_classification/images/val/class_0/levle0_124.jpg,,raw/acne_1024/all_1024/levle0_124.jpg,
acne04,classification,train,levle0_125,0,processed/acne_classification/images/train/class_0/levle0_125.jpg,,raw/acne_1024/all_1024/levle0_125.jpg,
acne04,classification,train,levle0_126,0,processed/acne_classification/images/train/class_0/levle0_126.jpg,,raw/acne_1024/all_1024/levle0_126.jpg,
acne04,classification,val,levle0_127,0,processed/acne_classification/images/val/class_0/levle0_127.jpg,,raw/acne_1024/all_1024/levle0_127.jpg,
acne04,classification,train,levle0_128,0,processed/acne_classification/images/train/class_0/levle0_128.jpg,,raw/acne_1024/all_1024/levle0_128.jpg,
acne04,classification,train,levle0_129,0,processed/acne_classification/images/train/class_0/levle0_129.jpg,,raw/acne_1024/all_1024/levle0_129.jpg,
acne04,classification,train,levle0_130,0,processed/acne_classification/images/train/class_0/levle0_130.jpg,,raw/acne_1024/all_1024/levle0_130.jpg,
acne04,classification,val,levle0_131,0,processed/acne_classification/images/val/class_0/levle0_131.jpg,,raw/acne_1024/all_1024/levle0_131.jpg,
acne04,classification,test,levle0_132,0,processed/acne_classification/images/test/class_0/levle0_132.jpg,,raw/acne_1024/all_1024/levle0_132.jpg,
acne04,classification,train,levle0_133,0,processed/acne_classification/images/train/class_0/levle0_133.jpg,,raw/acne_1024/all_1024/levle0_133.jpg,
acne04,classification,train,levle0_134,0,processed/acne_classification/images/train/class_0/levle0_134.jpg,,raw/acne_1024/all_1024/levle0_134.jpg,
acne04,classification,val,levle0_135,0,processed/acne_classification/images/val/class_0/levle0_135.jpg,,raw/acne_1024/all_1024/levle0_135.jpg,
acne04,classification,train,levle0_136,0,processed/acne_classification/images/train/class_0/levle0_136.jpg,,raw/acne_1024/all_1024/levle0_136.jpg,
acne04,classification,train,levle0_137,0,processed/acne_classification/images/train/class_0/levle0_137.jpg,,raw/acne_1024/all_1024/levle0_137.jpg,
acne04,classification,train,levle0_138,0,processed/acne_classification/images/train/class_0/levle0_138.jpg,,raw/acne_1024/all_1024/levle0_138.jpg,
acne04,classification,test,levle0_139,0,processed/acne_classification/images/test/class_0/levle0_139.jpg,,raw/acne_1024/all_1024/levle0_139.jpg,
acne04,classification,train,levle0_14,0,processed/acne_classification/images/train/class_0/levle0_14.jpg,,raw/acne_1024/all_1024/levle0_14.jpg,
acne04,classification,train,levle0_140,0,processed/acne_classification/images/train/class_0/levle0_140.jpg,,raw/acne_1024/all_1024/levle0_140.jpg,
acne04,classification,train,levle0_141,0,processed/acne_classification/images/train/class_0/levle0_141.jpg,,raw/acne_1024/all_1024/levle0_141.jpg,
acne04,classification,train,levle0_142,0,processed/acne_classification/images/train/class_0/levle0_142.jpg,,raw/acne_1024/all_1024/levle0_142.jpg,
acne04,classification,train,levle0_143,0,processed/acne_classification/images/train/class_0/levle0_143.jpg,,raw/acne_1024/all_1024/levle0_143.jpg,
acne04,classification,test,levle0_144,0,processed/acne_classification/images/test/class_0/levle0_144.jpg,,raw/acne_1024/all_1024/levle0_144.jpg,
acne04,classification,train,levle0_145,0,processed/acne_classification/images/train/class_0/levle0_145.jpg,,raw/acne_1024/all_1024/levle0_145.jpg,
acne04,classification,val,levle0_146,0,processed/acne_classification/images/val/class_0/levle0_146.jpg,,raw/acne_1024/all_1024/levle0_146.jpg,
acne04,classification,val,levle0_147,0,processed/acne_classification/images/val/class_0/levle0_147.jpg,,raw/acne_1024/all_1024/levle0_147.jpg,
acne04,classification,train,levle0_148,0,processed/acne_classification/images/train/class_0/levle0_148.jpg,,raw/acne_1024/all_1024/levle0_148.jpg,
acne04,classification,train,levle0_149,0,processed/acne_classification/images/train/class_0/levle0_149.jpg,,raw/acne_1024/all_1024/levle0_149.jpg,
acne04,classification,train,levle0_15,0,processed/acne_classification/images/train/class_0/levle0_15.jpg,,raw/acne_1024/all_1024/levle0_15.jpg,
acne04,classification,train,levle0_150,0,processed/acne_classification/images/train/class_0/levle0_150.jpg,,raw/acne_1024/all_1024/levle0_150.jpg,
acne04,classification,train,levle0_151,0,processed/acne_classification/images/train/class_0/levle0_151.jpg,,raw/acne_1024/all_1024/levle0_151.jpg,
acne04,classification,train,levle0_152,0,processed/acne_classification/images/train/class_0/levle0_152.jpg,,raw/acne_1024/all_1024/levle0_152.jpg,
acne04,classification,train,levle0_153,0,processed/acne_classification/images/train/class_0/levle0_153.jpg,,raw/acne_1024/all_1024/levle0_153.jpg,
acne04,classification,train,levle0_154,0,processed/acne_classification/images/train/class_0/levle0_154.jpg,,raw/acne_1024/all_1024/levle0_154.jpg,
acne04,classification,train,levle0_155,0,processed/acne_classification/images/train/class_0/levle0_155.jpg,,raw/acne_1024/all_1024/levle0_155.jpg,
acne04,classification,train,levle0_156,0,processed/acne_classification/images/train/class_0/levle0_156.jpg,,raw/acne_1024/all_1024/levle0_156.jpg,
acne04,classification,val,levle0_157,0,processed/acne_classification/images/val/class_0/levle0_157.jpg,,raw/acne_1024/all_1024/levle0_157.jpg,
acne04,classification,train,levle0_158,0,processed/acne_classification/images/train/class_0/levle0_158.jpg,,raw/acne_1024/all_1024/levle0_158.jpg,
acne04,classification,train,levle0_159,0,processed/acne_classification/images/train/class_0/levle0_159.jpg,,raw/acne_1024/all_1024/levle0_159.jpg,
acne04,classification,val,levle0_16,0,processed/acne_classification/images/val/class_0/levle0_16.jpg,,raw/acne_1024/all_1024/levle0_16.jpg,
acne04,classification,train,levle0_160,0,processed/acne_classification/images/train/class_0/levle0_160.jpg,,raw/acne_1024/all_1024/levle0_160.jpg,
acne04,classification,train,levle0_161,0,processed/acne_classification/images/train/class_0/levle0_161.jpg,,raw/acne_1024/all_1024/levle0_161.jpg,
acne04,classification,train,levle0_162,0,processed/acne_classification/images/train/class_0/levle0_162.jpg,,raw/acne_1024/all_1024/levle0_162.jpg,
acne04,classification,train,levle0_163,0,processed/acne_classification/images/train/class_0/levle0_163.jpg,,raw/acne_1024/all_1024/levle0_163.jpg,
acne04,classification,train,levle0_164,0,processed/acne_classification/images/train/class_0/levle0_164.jpg,,raw/acne_1024/all_1024/levle0_164.jpg,
acne04,classification,test,levle0_165,0,processed/acne_classification/images/test/class_0/levle0_165.jpg,,raw/acne_1024/all_1024/levle0_165.jpg,
acne04,classification,val,levle0_166,0,processed/acne_classification/images/val/class_0/levle0_166.jpg,,raw/acne_1024/all_1024/levle0_166.jpg,
acne04,classification,train,levle0_167,0,processed/acne_classification/images/train/class_0/levle0_167.jpg,,raw/acne_1024/all_1024/levle0_167.jpg,
acne04,classification,train,levle0_168,0,processed/acne_classification/images/train/class_0/levle0_168.jpg,,raw/acne_1024/all_1024/levle0_168.jpg,
acne04,classification,train,levle0_169,0,processed/acne_classification/images/train/class_0/levle0_169.jpg,,raw/acne_1024/all_1024/levle0_169.jpg,
acne04,classification,train,levle0_17,0,processed/acne_classification/images/train/class_0/levle0_17.jpg,,raw/acne_1024/all_1024/levle0_17.jpg,
acne04,classification,train,levle0_170,0,processed/acne_classification/images/train/class_0/levle0_170.jpg,,raw/acne_1024/all_1024/levle0_170.jpg,
acne04,classification,train,levle0_171,0,processed/acne_classification/images/train/class_0/levle0_171.jpg,,raw/acne_1024/all_1024/levle0_171.jpg,
acne04,classification,train,levle0_172,0,processed/acne_classification/images/train/class_0/levle0_172.jpg,,raw/acne_1024/all_1024/levle0_172.jpg,
acne04,classification,val,levle0_173,0,processed/acne_classification/images/val/class_0/levle0_173.jpg,,raw/acne_1024/all_1024/levle0_173.jpg,
acne04,classification,train,levle0_174,0,processed/acne_classification/images/train/class_0/levle0_174.jpg,,raw/acne_1024/all_1024/levle0_174.jpg,
acne04,classification,test,levle0_175,0,processed/acne_classification/images/test/class_0/levle0_175.jpg,,raw/acne_1024/all_1024/levle0_175.jpg,
acne04,classification,train,levle0_176,0,processed/acne_classification/images/train/class_0/levle0_176.jpg,,raw/acne_1024/all_1024/levle0_176.jpg,
acne04,classification,train,levle0_177,0,processed/acne_classification/images/train/class_0/levle0_177.jpg,,raw/acne_1024/all_1024/levle0_177.jpg,
acne04,classification,train,levle0_178,0,processed/acne_classification/images/train/class_0/levle0_178.jpg,,raw/acne_1024/all_1024/levle0_178.jpg,
acne04,classification,train,levle0_179,0,processed/acne_classification/images/train/class_0/levle0_179.jpg,,raw/acne_1024/all_1024/levle0_179.jpg,
acne04,classification,train,levle0_180,0,processed/acne_classification/images/train/class_0/levle0_180.jpg,,raw/acne_1024/all_1024/levle0_180.jpg,
acne04,classification,train,levle0_181,0,processed/acne_classification/images/train/class_0/levle0_181.jpg,,raw/acne_1024/all_1024/levle0_181.jpg,
acne04,classification,test,levle0_182,0,processed/acne_classification/images/test/class_0/levle0_182.jpg,,raw/acne_1024/all_1024/levle0_182.jpg,
acne04,classification,train,levle0_183,0,processed/acne_classification/images/train/class_0/levle0_183.jpg,,raw/acne_1024/all_1024/levle0_183.jpg,
acne04,classification,train,levle0_184,0,processed/acne_classification/images/train/class_0/levle0_184.jpg,,raw/acne_1024/all_1024/levle0_184.jpg,
acne04,classification,train,levle0_185,0,processed/acne_classification/images/train/class_0/levle0_185.jpg,,raw/acne_1024/all_1024/levle0_185.jpg,
acne04,classification,train,levle0_186,0,processed/acne_classification/images/train/class_0/levle0_186.jpg,,raw/acne_1024/all_1024/levle0_186.jpg,
acne04,classification,train,levle0_187,0,processed/acne_classification/images/train/class_0/levle0_187.jpg,,raw/acne_1024/all_1024/levle0_187.jpg,
acne04,classification,val,levle0_188,0,processed/acne_classification/images/val/class_0/levle0_188.jpg,,raw/acne_1024/all_1024/levle0_188.jpg,
acne04,classification,train,levle0_189,0,processed/acne_classification/images/train/class_0/levle0_189.jpg,,raw/acne_1024/all_1024/levle0_189.jpg,
acne04,classification,train,levle0_19,0,processed/acne_classification/images/train/class_0/levle0_19.jpg,,raw/acne_1024/all_1024/levle0_19.jpg,
acne04,classification,train,levle0_190,0,processed/acne_classification/images/train/class_0/levle0_190.jpg,,raw/acne_1024/all_1024/levle0_190.jpg,
acne04,classification,train,levle0_192,0,processed/acne_classification/images/train/class_0/levle0_192.jpg,,raw/acne_1024/all_1024/levle0_192.jpg,
acne04,classification,val,levle0_193,0,processed/acne_classification/images/val/class_0/levle0_193.jpg,,raw/acne_1024/all_1024/levle0_193.jpg,
acne04,classification,val,levle0_194,0,processed/acne_classification/images/val/class_0/levle0_194.jpg,,raw/acne_1024/all_1024/levle0_194.jpg,
acne04,classification,val,levle0_195,0,processed/acne_classification/images/val/class_0/levle0_195.jpg,,raw/acne_1024/all_1024/levle0_195.jpg,
acne04,classification,train,levle0_196,0,processed/acne_classification/images/train/class_0/levle0_196.jpg,,raw/acne_1024/all_1024/levle0_196.jpg,
acne04,classification,train,levle0_197,0,processed/acne_classification/images/train/class_0/levle0_197.jpg,,raw/acne_1024/all_1024/levle0_197.jpg,
acne04,classification,train,levle0_198,0,processed/acne_classification/images/train/class_0/levle0_198.jpg,,raw/acne_1024/all_1024/levle0_198.jpg,
acne04,classification,val,levle0_2,0,processed/acne_classification/images/val/class_0/levle0_2.jpg,,raw/acne_1024/all_1024/levle0_2.jpg,
acne04,classification,train,levle0_20,0,processed/acne_classification/images/train/class_0/levle0_20.jpg,,raw/acne_1024/all_1024/levle0_20.jpg,
acne04,classification,train,levle0_202,0,processed/acne_classification/images/train/class_0/levle0_202.jpg,,raw/acne_1024/all_1024/levle0_202.jpg,
acne04,classification,train,levle0_203,0,processed/acne_classification/images/train/class_0/levle0_203.jpg,,raw/acne_1024/all_1024/levle0_203.jpg,
acne04,classification,train,levle0_204,0,processed/acne_classification/images/train/class_0/levle0_204.jpg,,raw/acne_1024/all_1024/levle0_204.jpg,
acne04,classification,train,levle0_205,0,processed/acne_classification/images/train/class_0/levle0_205.jpg,,raw/acne_1024/all_1024/levle0_205.jpg,
acne04,classification,train,levle0_206,0,processed/acne_classification/images/train/class_0/levle0_206.jpg,,raw/acne_1024/all_1024/levle0_206.jpg,
acne04,classification,train,levle0_207,0,processed/acne_classification/images/train/class_0/levle0_207.jpg,,raw/acne_1024/all_1024/levle0_207.jpg,
acne04,classification,val,levle0_209,0,processed/acne_classification/images/val/class_0/levle0_209.jpg,,raw/acne_1024/all_1024/levle0_209.jpg,
acne04,classification,train,levle0_21,0,processed/acne_classification/images/train/class_0/levle0_21.jpg,,raw/acne_1024/all_1024/levle0_21.jpg,
acne04,classification,train,levle0_210,0,processed/acne_classification/images/train/class_0/levle0_210.jpg,,raw/acne_1024/all_1024/levle0_210.jpg,
acne04,classification,val,levle0_211,0,processed/acne_classification/images/val/class_0/levle0_211.jpg,,raw/acne_1024/all_1024/levle0_211.jpg,
acne04,classification,train,levle0_212,0,processed/acne_classification/images/train/class_0/levle0_212.jpg,,raw/acne_1024/all_1024/levle0_212.jpg,
acne04,classification,train,levle0_213,0,processed/acne_classification/images/train/class_0/levle0_213.jpg,,raw/acne_1024/all_1024/levle0_213.jpg,
acne04,classification,val,levle0_214,0,processed/acne_classification/images/val/class_0/levle0_214.jpg,,raw/acne_1024/all_1024/levle0_214.jpg,
acne04,classification,train,levle0_215,0,processed/acne_classification/images/train/class_0/levle0_215.jpg,,raw/acne_1024/all_1024/levle0_215.jpg,
acne04,classification,val,levle0_216,0,processed/acne_classification/images/val/class_0/levle0_216.jpg,,raw/acne_1024/all_1024/levle0_216.jpg,
acne04,classification,train,levle0_217,0,processed/acne_classification/images/train/class_0/levle0_217.jpg,,raw/acne_1024/all_1024/levle0_217.jpg,
acne04,classification,train,levle0_218,0,processed/acne_classification/images/train/class_0/levle0_218.jpg,,raw/acne_1024/all_1024/levle0_218.jpg,
acne04,classification,train,levle0_219,0,processed/acne_classification/images/train/class_0/levle0_219.jpg,,raw/acne_1024/all_1024/levle0_219.jpg,
acne04,classification,val,levle0_22,0,processed/acne_classification/images/val/class_0/levle0_22.jpg,,raw/acne_1024/all_1024/levle0_22.jpg,
acne04,classification,train,levle0_220,0,processed/acne_classification/images/train/class_0/levle0_220.jpg,,raw/acne_1024/all_1024/levle0_220.jpg,
acne04,classification,train,levle0_221,0,processed/acne_classification/images/train/class_0/levle0_221.jpg,,raw/acne_1024/all_1024/levle0_221.jpg,
acne04,classification,train,levle0_222,0,processed/acne_classification/images/train/class_0/levle0_222.jpg,,raw/acne_1024/all_1024/levle0_222.jpg,
acne04,classification,test,levle0_223,0,processed/acne_classification/images/test/class_0/levle0_223.jpg,,raw/acne_1024/all_1024/levle0_223.jpg,
acne04,classification,train,levle0_225,0,processed/acne_classification/images/train/class_0/levle0_225.jpg,,raw/acne_1024/all_1024/levle0_225.jpg,
acne04,classification,train,levle0_226,0,processed/acne_classification/images/train/class_0/levle0_226.jpg,,raw/acne_1024/all_1024/levle0_226.jpg,
acne04,classification,val,levle0_227,0,processed/acne_classification/images/val/class_0/levle0_227.jpg,,raw/acne_1024/all_1024/levle0_227.jpg,
acne04,classification,train,levle0_228,0,processed/acne_classification/images/train/class_0/levle0_228.jpg,,raw/acne_1024/all_1024/levle0_228.jpg,
acne04,classification,val,levle0_229,0,processed/acne_classification/images/val/class_0/levle0_229.jpg,,raw/acne_1024/all_1024/levle0_229.jpg,
acne04,classification,test,levle0_23,0,processed/acne_classification/images/test/class_0/levle0_23.jpg,,raw/acne_1024/all_1024/levle0_23.jpg,
acne04,classification,val,levle0_230,0,processed/acne_classification/images/val/class_0/levle0_230.jpg,,raw/acne_1024/all_1024/levle0_230.jpg,
acne04,classification,train,levle0_231,0,processed/acne_classification/images/train/class_0/levle0_231.jpg,,raw/acne_1024/all_1024/levle0_231.jpg,
acne04,classification,train,levle0_232,0,processed/acne_classification/images/train/class_0/levle0_232.jpg,,raw/acne_1024/all_1024/levle0_232.jpg,
acne04,classification,train,levle0_233,0,processed/acne_classification/images/train/class_0/levle0_233.jpg,,raw/acne_1024/all_1024/levle0_233.jpg,
acne04,classification,train,levle0_234,0,processed/acne_classification/images/train/class_0/levle0_234.jpg,,raw/acne_1024/all_1024/levle0_234.jpg,
acne04,classification,test,levle0_235,0,processed/acne_classification/images/test/class_0/levle0_235.jpg,,raw/acne_1024/all_1024/levle0_235.jpg,
acne04,classification,train,levle0_236,0,processed/acne_classification/images/train/class_0/levle0_236.jpg,,raw/acne_1024/all_1024/levle0_236.jpg,
acne04,classification,train,levle0_238,0,processed/acne_classification/images/train/class_0/levle0_238.jpg,,raw/acne_1024/all_1024/levle0_238.jpg,
acne04,classification,val,levle0_239,0,processed/acne_classification/images/val/class_0/levle0_239.jpg,,raw/acne_1024/all_1024/levle0_239.jpg,
acne04,classification,val,levle0_24,0,processed/acne_classification/images/val/class_0/levle0_24.jpg,,raw/acne_1024/all_1024/levle0_24.jpg,
acne04,classification,test,levle0_240,0,processed/acne_classification/images/test/class_0/levle0_240.jpg,,raw/acne_1024/all_1024/levle0_240.jpg,
acne04,classification,train,levle0_241,0,processed/acne_classification/images/train/class_0/levle0_241.jpg,,raw/acne_1024/all_1024/levle0_241.jpg,
acne04,classification,train,levle0_242,0,processed/acne_classification/images/train/class_0/levle0_242.jpg,,raw/acne_1024/all_1024/levle0_242.jpg,
acne04,classification,train,levle0_243,0,processed/acne_classification/images/train/class_0/levle0_243.jpg,,raw/acne_1024/all_1024/levle0_243.jpg,
acne04,classification,train,levle0_244,0,processed/acne_classification/images/train/class_0/levle0_244.jpg,,raw/acne_1024/all_1024/levle0_244.jpg,
acne04,classification,val,levle0_245,0,processed/acne_classification/images/val/class_0/levle0_245.jpg,,raw/acne_1024/all_1024/levle0_245.jpg,
acne04,classification,val,levle0_246,0,processed/acne_classification/images/val/class_0/levle0_246.jpg,,raw/acne_1024/all_1024/levle0_246.jpg,
acne04,classification,train,levle0_247,0,processed/acne_classification/images/train/class_0/levle0_247.jpg,,raw/acne_1024/all_1024/levle0_247.jpg,
acne04,classification,val,levle0_248,0,processed/acne_classification/images/val/class_0/levle0_248.jpg,,raw/acne_1024/all_1024/levle0_248.jpg,
acne04,classification,train,levle0_249,0,processed/acne_classification/images/train/class_0/levle0_249.jpg,,raw/acne_1024/all_1024/levle0_249.jpg,
acne04,classification,train,levle0_25,0,processed/acne_classification/images/train/class_0/levle0_25.jpg,,raw/acne_1024/all_1024/levle0_25.jpg,
acne04,classification,train,levle0_250,0,processed/acne_classification/images/train/class_0/levle0_250.jpg,,raw/acne_1024/all_1024/levle0_250.jpg,
acne04,classification,train,levle0_251,0,processed/acne_classification/images/train/class_0/levle0_251.jpg,,raw/acne_1024/all_1024/levle0_251.jpg,
acne04,classification,train,levle0_252,0,processed/acne_classification/images/train/class_0/levle0_252.jpg,,raw/acne_1024/all_1024/levle0_252.jpg,
acne04,classification,val,levle0_253,0,processed/acne_classification/images/val/class_0/levle0_253.jpg,,raw/acne_1024/all_1024/levle0_253.jpg,
acne04,classification,train,levle0_255,0,processed/acne_classification/images/train/class_0/levle0_255.jpg,,raw/acne_1024/all_1024/levle0_255.jpg,
acne04,classification,train,levle0_256,0,processed/acne_classification/images/train/class_0/levle0_256.jpg,,raw/acne_1024/all_1024/levle0_256.jpg,
acne04,classification,train,levle0_257,0,processed/acne_classification/images/train/class_0/levle0_257.jpg,,raw/acne_1024/all_1024/levle0_257.jpg,
acne04,classification,train,levle0_258,0,processed/acne_classification/images/train/class_0/levle0_258.jpg,,raw/acne_1024/all_1024/levle0_258.jpg,
acne04,classification,train,levle0_259,0,processed/acne_classification/images/train/class_0/levle0_259.jpg,,raw/acne_1024/all_1024/levle0_259.jpg,
acne04,classification,train,levle0_26,0,processed/acne_classification/images/train/class_0/levle0_26.jpg,,raw/acne_1024/all_1024/levle0_26.jpg,
acne04,classification,train,levle0_260,0,processed/acne_classification/images/train/class_0/levle0_260.jpg,,raw/acne_1024/all_1024/levle0_260.jpg,
acne04,classification,train,levle0_261,0,processed/acne_classification/images/train/class_0/levle0_261.jpg,,raw/acne_1024/all_1024/levle0_261.jpg,
acne04,classification,train,levle0_263,0,processed/acne_classification/images/train/class_0/levle0_263.jpg,,raw/acne_1024/all_1024/levle0_263.jpg,
acne04,classification,train,levle0_264,0,processed/acne_classification/images/train/class_0/levle0_264.jpg,,raw/acne_1024/all_1024/levle0_264.jpg,
acne04,classification,test,levle0_265,0,processed/acne_classification/images/test/class_0/levle0_265.jpg,,raw/acne_1024/all_1024/levle0_265.jpg,
acne04,classification,train,levle0_266,0,processed/acne_classification/images/train/class_0/levle0_266.jpg,,raw/acne_1024/all_1024/levle0_266.jpg,
acne04,classification,train,levle0_267,0,processed/acne_classification/images/train/class_0/levle0_267.jpg,,raw/acne_1024/all_1024/levle0_267.jpg,
acne04,classification,test,levle0_268,0,processed/acne_classification/images/test/class_0/levle0_268.jpg,,raw/acne_1024/all_1024/levle0_268.jpg,
acne04,classification,train,levle0_269,0,processed/acne_classification/images/train/class_0/levle0_269.jpg,,raw/acne_1024/all_1024/levle0_269.jpg,
acne04,classification,train,levle0_27,0,processed/acne_classification/images/train/class_0/levle0_27.jpg,,raw/acne_1024/all_1024/levle0_27.jpg,
acne04,classification,train,levle0_270,0,processed/acne_classification/images/train/class_0/levle0_270.jpg,,raw/acne_1024/all_1024/levle0_270.jpg,
acne04,classification,train,levle0_271,0,processed/acne_classification/images/train/class_0/levle0_271.jpg,,raw/acne_1024/all_1024/levle0_271.jpg,
acne04,classification,train,levle0_272,0,processed/acne_classification/images/train/class_0/levle0_272.jpg,,raw/acne_1024/all_1024/levle0_272.jpg,
acne04,classification,train,levle0_273,0,processed/acne_classification/images/train/class_0/levle0_273.jpg,,raw/acne_1024/all_1024/levle0_273.jpg,
acne04,classification,train,levle0_274,0,processed/acne_classification/images/train/class_0/levle0_274.jpg,,raw/acne_1024/all_1024/levle0_274.jpg,
acne04,classification,train,levle0_275,0,processed/acne_classification/images/train/class_0/levle0_275.jpg,,raw/acne_1024/all_1024/levle0_275.jpg,
acne04,classification,val,levle0_276,0,processed/acne_classification/images/val/class_0/levle0_276.jpg,,raw/acne_1024/all_1024/levle0_276.jpg,
acne04,classification,train,levle0_277,0,processed/acne_classification/images/train/class_0/levle0_277.jpg,,raw/acne_1024/all_1024/levle0_277.jpg,
acne04,classification,train,levle0_278,0,processed/acne_classification/images/train/class_0/levle0_278.jpg,,raw/acne_1024/all_1024/levle0_278.jpg,
acne04,classification,train,levle0_279,0,processed/acne_classification/images/train/class_0/levle0_279.jpg,,raw/acne_1024/all_1024/levle0_279.jpg,
acne04,classification,val,levle0_28,0,processed/acne_classification/images/val/class_0/levle0_28.jpg,,raw/acne_1024/all_1024/levle0_28.jpg,
acne04,classification,train,levle0_280,0,processed/acne_classification/images/train/class_0/levle0_280.jpg,,raw/acne_1024/all_1024/levle0_280.jpg,
acne04,classification,test,levle0_281,0,processed/acne_classification/images/test/class_0/levle0_281.jpg,,raw/acne_1024/all_1024/levle0_281.jpg,
acne04,classification,train,levle0_282,0,processed/acne_classification/images/train/class_0/levle0_282.jpg,,raw/acne_1024/all_1024/levle0_282.jpg,
acne04,classification,train,levle0_283,0,processed/acne_classification/images/train/class_0/levle0_283.jpg,,raw/acne_1024/all_1024/levle0_283.jpg,
acne04,classification,train,levle0_284,0,processed/acne_classification/images/train/class_0/levle0_284.jpg,,raw/acne_1024/all_1024/levle0_284.jpg,
acne04,classification,train,levle0_285,0,processed/acne_classification/images/train/class_0/levle0_285.jpg,,raw/acne_1024/all_1024/levle0_285.jpg,
acne04,classification,train,levle0_286,0,processed/acne_classification/images/train/class_0/levle0_286.jpg,,raw/acne_1024/all_1024/levle0_286.jpg,
acne04,classification,train,levle0_287,0,processed/acne_classification/images/train/class_0/levle0_287.jpg,,raw/acne_1024/all_1024/levle0_287.jpg,
acne04,classification,train,levle0_288,0,processed/acne_classification/images/train/class_0/levle0_288.jpg,,raw/acne_1024/all_1024/levle0_288.jpg,
