dataset,task,split,sample_id,label,image_path,mask_path,source_image,source_mask
isic_2018_task1_2,segmentation,train,ISIC_0000042,lesion,processed/isic_segmentation/images/train/ISIC_0000042.jpg,processed/isic_segmentation/masks/train/ISIC_0000042.png,raw/isic/images/ISIC_0000042.jpg,raw/isic/masks/ISIC_0000042_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000043,lesion,processed/isic_segmentation/images/train/ISIC_0000043.jpg,processed/isic_segmentation/masks/train/ISIC_0000043.png,raw/isic/images/ISIC_0000043.jpg,raw/isic/masks/ISIC_0000043_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000044,lesion,processed/isic_segmentation/images/train/ISIC_0000044.jpg,processed/isic_segmentation/masks/train/ISIC_0000044.png,raw/isic/images/ISIC_0000044.jpg,raw/isic/masks/ISIC_0000044_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000045,lesion,processed/isic_segmentation/images/train/ISIC_0000045.jpg,processed/isic_segmentation/masks/train/ISIC_0000045.png,raw/isic/images/ISIC_0000045.jpg,raw/isic/masks/ISIC_0000045_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000046,lesion,processed/isic_segmentation/images/train/ISIC_0000046.jpg,processed/isic_segmentation/masks/train/ISIC_0000046.png,raw/isic/images/ISIC_0000046.jpg,raw/isic/masks/ISIC_0000046_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000047,lesion,processed/isic_segmentation/images/train/ISIC_0000047.jpg,processed/isic_segmentation/masks/train/ISIC_0000047.png,raw/isic/images/ISIC_0000047.jpg,raw/isic/masks/ISIC_0000047_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000048,lesion,processed/isic_segmentation/images/train/ISIC_0000048.jpg,processed/isic_segmentation/masks/train/ISIC_0000048.png,raw/isic/images/ISIC_0000048.jpg,raw/isic/masks/ISIC_0000048_segmentation.png
isic_2018_task1_2,segmentation,test,ISIC_0000049,lesion,processed/isic_segmentation/images/test/ISIC_0000049.jpg,processed/isic_segmentation/masks/test/ISIC_0000049.png,raw/isic/images/ISIC_0000049.jpg,raw/isic/masks/ISIC_0000049_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000050,lesion,processed/isic_segmentation/images/train/ISIC_0000050.jpg,processed/isic_segmentation/masks/train/ISIC_0000050.png,raw/isic/images/ISIC_0000050.jpg,raw/isic/masks/ISIC_0000050_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000051,lesion,processed/isic_segmentation/images/train/ISIC_0000051.jpg,processed/isic_segmentation/masks/train/ISIC_0000051.png,raw/isic/images/ISIC_0000051.jpg,raw/isic/masks/ISIC_0000051_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000052,lesion,processed/isic_segmentation/images/val/ISIC_0000052.jpg,processed/isic_segmentation/masks/val/ISIC_0000052.png,raw/isic/images/ISIC_0000052.jpg,raw/isic/masks/ISIC_0000052_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000053,lesion,processed/isic_segmentation/images/train/ISIC_0000053.jpg,processed/isic_segmentation/masks/train/ISIC_0000053.png,raw/isic/images/ISIC_0000053.jpg,raw/isic/masks/ISIC_0000053_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000054,lesion,processed/isic_segmentation/images/val/ISIC_0000054.jpg,processed/isic_segmentation/masks/val/ISIC_0000054.png,raw/isic/images/ISIC_0000054.jpg,raw/isic/masks/ISIC_0000054_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000055,lesion,processed/isic_segmentation/images/train/ISIC_0000055.jpg,processed/isic_segmentation/masks/train/ISIC_0000055.png,raw/isic/images/ISIC_0000055.jpg,raw/isic/masks/ISIC_0000055_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000056,lesion,processed/isic_segmentation/images/val/ISIC_0000056.jpg,processed/isic_segmentation/masks/val/ISIC_0000056.png,raw/isic/images/ISIC_0000056.jpg,raw/isic/masks/ISIC_0000056_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000057,lesion,processed/isic_segmentation/images/train/ISIC_0000057.jpg,processed/isic_segmentation/masks/train/ISIC_0000057.png,raw/isic/images/ISIC_0000057.jpg,raw/isic/masks/ISIC_0000057_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000058,lesion,processed/isic_segmentation/images/train/ISIC_0000058.jpg,processed/isic_segmentation/masks/train/ISIC_0000058.png,raw/isic/images/ISIC_0000058.jpg,raw/isic/masks/ISIC_0000058_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000059,lesion,processed/isic_segmentation/images/train/ISIC_0000059.jpg,processed/isic_segmentation/masks/train/ISIC_0000059.png,raw/isic/images/ISIC_0000059.jpg,raw/isic/masks/ISIC_0000059_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000060,lesion,processed/isic_segmentation/images/train/ISIC_0000060.jpg,processed/isic_segmentation/masks/train/ISIC_0000060.png,raw/isic/images/ISIC_0000060.jpg,raw/isic/masks/ISIC_0000060_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000061,lesion,processed/isic_segmentation/images/train/ISIC_0000061.jpg,processed/isic_segmentation/masks/train/ISIC_0000061.png,raw/isic/images/ISIC_0000061.jpg,raw/isic/masks/ISIC_0000061_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000062,lesion,processed/isic_segmentation/images/val/ISIC_0000062.jpg,processed/isic_segmentation/masks/val/ISIC_0000062.png,raw/isic/images/ISIC_0000062.jpg,raw/isic/masks/ISIC_0000062_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000063,lesion,processed/isic_segmentation/images/train/ISIC_0000063.jpg,processed/isic_segmentation/masks/train/ISIC_0000063.png,raw/isic/images/ISIC_0000063.jpg,raw/isic/masks/ISIC_0000063_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000064,lesion,processed/isic_segmentation/images/train/ISIC_0000064.jpg,processed/isic_segmentation/masks/train/ISIC_0000064.png,raw/isic/images/ISIC_0000064.jpg,raw/isic/masks/ISIC_0000064_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000065,lesion,processed/isic_segmentation/images/train/ISIC_0000065.jpg,processed/isic_segmentation/masks/train/ISIC_0000065.png,raw/isic/images/ISIC_0000065.jpg,raw/isic/masks/ISIC_0000065_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000066,lesion,processed/isic_segmentation/images/train/ISIC_0000066.jpg,processed/isic_segmentation/masks/train/ISIC_0000066.png,raw/isic/images/ISIC_0000066.jpg,raw/isic/masks/ISIC_0000066_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000067,lesion,processed/isic_segmentation/images/train/ISIC_0000067.jpg,processed/isic_segmentation/masks/train/ISIC_0000067.png,raw/isic/images/ISIC_0000067.jpg,raw/isic/masks/ISIC_0000067_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000068,lesion,processed/isic_segmentation/images/train/ISIC_0000068.jpg,processed/isic_segmentation/masks/train/ISIC_0000068.png,raw/isic/images/ISIC_0000068.jpg,raw/isic/masks/ISIC_0000068_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000069,lesion,processed/isic_segmentation/images/val/ISIC_0000069.jpg,processed/isic_segmentation/masks/val/ISIC_0000069.png,raw/isic/images/ISIC_0000069.jpg,raw/isic/masks/ISIC_0000069_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000071,lesion,processed/isic_segmentation/images/train/ISIC_0000071.jpg,processed/isic_segmentation/masks/train/ISIC_0000071.png,raw/isic/images/ISIC_0000071.jpg,raw/isic/masks/ISIC_0000071_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000072,lesion,processed/isic_segmentation/images/train/ISIC_0000072.jpg,processed/isic_segmentation/masks/train/ISIC_0000072.png,raw/isic/images/ISIC_0000072.jpg,raw/isic/masks/ISIC_0000072_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000073,lesion,processed/isic_segmentation/images/train/ISIC_0000073.jpg,processed/isic_segmentation/masks/train/ISIC_0000073.png,raw/isic/images/ISIC_0000073.jpg,raw/isic/masks/ISIC_0000073_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000074,lesion,processed/isic_segmentation/images/train/ISIC_0000074.jpg,processed/isic_segmentation/masks/train/ISIC_0000074.png,raw/isic/images/ISIC_0000074.jpg,raw/isic/masks/ISIC_0000074_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000075,lesion,processed/isic_segmentation/images/train/ISIC_0000075.jpg,processed/isic_segmentation/masks/train/ISIC_0000075.png,raw/isic/images/ISIC_0000075.jpg,raw/isic/masks/ISIC_0000075_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000077,lesion,processed/isic_segmentation/images/train/ISIC_0000077.jpg,processed/isic_segmentation/masks/train/ISIC_0000077.png,raw/isic/images/ISIC_0000077.jpg,raw/isic/masks/ISIC_0000077_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000078,lesion,processed/isic_segmentation/images/val/ISIC_0000078.jpg,processed/isic_segmentation/masks/val/ISIC_0000078.png,raw/isic/images/ISIC_0000078.jpg,raw/isic/masks/ISIC_0000078_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000079,lesion,processed/isic_segmentation/images/train/ISIC_0000079.jpg,processed/isic_segmentation/masks/train/ISIC_0000079.png,raw/isic/images/ISIC_0000079.jpg,raw/isic/masks/ISIC_0000079_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000080,lesion,processed/isic_segmentation/images/train/ISIC_0000080.jpg,processed/isic_segmentation/masks/train/ISIC_0000080.png,raw/isic/images/ISIC_0000080.jpg,raw/isic/masks/ISIC_0000080_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000081,lesion,processed/isic_segmentation/images/train/ISIC_0000081.jpg,processed/isic_segmentation/masks/train/ISIC_0000081.png,raw/isic/images/ISIC_0000081.jpg,raw/isic/masks/ISIC_0000081_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000082,lesion,processed/isic_segmentation/images/train/ISIC_0000082.jpg,processed/isic_segmentation/masks/train/ISIC_0000082.png,raw/isic/images/ISIC_0000082.jpg,raw/isic/masks/ISIC_0000082_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000085,lesion,processed/isic_segmentation/images/val/ISIC_0000085.jpg,processed/isic_segmentation/masks/val/ISIC_0000085.png,raw/isic/images/ISIC_0000085.jpg,raw/isic/masks/ISIC_0000085_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000086,lesion,processed/isic_segmentation/images/train/ISIC_0000086.jpg,processed/isic_segmentation/masks/train/ISIC_0000086.png,raw/isic/images/ISIC_0000086.jpg,raw/isic/masks/ISIC_0000086_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000087,lesion,processed/isic_segmentation/images/val/ISIC_0000087.jpg,processed/isic_segmentation/masks/val/ISIC_0000087.png,raw/isic/images/ISIC_0000087.jpg,raw/isic/masks/ISIC_0000087_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000088,lesion,processed/isic_segmentation/images/val/ISIC_0000088.jpg,processed/isic_segmentation/masks/val/ISIC_0000088.png,raw/isic/images/ISIC_0000088.jpg,raw/isic/masks/ISIC_0000088_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000089,lesion,processed/isic_segmentation/images/train/ISIC_0000089.jpg,processed/isic_segmentation/masks/train/ISIC_0000089.png,raw/isic/images/ISIC_0000089.jpg,raw/isic/masks/ISIC_0000089_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000091,lesion,processed/isic_segmentation/images/train/ISIC_0000091.jpg,processed/isic_segmentation/masks/train/ISIC_0000091.png,raw/isic/images/ISIC_0000091.jpg,raw/isic/masks/ISIC_0000091_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000092,lesion,processed/isic_segmentation/images/train/ISIC_0000092.jpg,processed/isic_segmentation/masks/train/ISIC_0000092.png,raw/isic/images/ISIC_0000092.jpg,raw/isic/masks/ISIC_0000092_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000093,lesion,processed/isic_segmentation/images/train/ISIC_0000093.jpg,processed/isic_segmentation/masks/train/ISIC_0000093.png,raw/isic/images/ISIC_0000093.jpg,raw/isic/masks/ISIC_0000093_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000094,lesion,processed/isic_segmentation/images/val/ISIC_0000094.jpg,processed/isic_segmentation/masks/val/ISIC_0000094.png,raw/isic/images/ISIC_0000094.jpg,raw/isic/masks/ISIC_0000094_segmentation.png
isic_2018_task1_2,segmentation,test,ISIC_0000095,lesion,processed/isic_segmentation/images/test/ISIC_0000095.jpg,processed/isic_segmentation/masks/test/ISIC_0000095.png,raw/isic/images/ISIC_0000095.jpg,raw/isic/masks/ISIC_0000095_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000096,lesion,processed/isic_segmentation/images/train/ISIC_0000096.jpg,processed/isic_segmentation/masks/train/ISIC_0000096.png,raw/isic/images/ISIC_0000096.jpg,raw/isic/masks/ISIC_0000096_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000097,lesion,processed/isic_segmentation/images/train/ISIC_0000097.jpg,processed/isic_segmentation/masks/train/ISIC_0000097.png,raw/isic/images/ISIC_0000097.jpg,raw/isic/masks/ISIC_0000097_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000098,lesion,processed/isic_segmentation/images/train/ISIC_0000098.jpg,processed/isic_segmentation/masks/train/ISIC_0000098.png,raw/isic/images/ISIC_0000098.jpg,raw/isic/masks/ISIC_0000098_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000099,lesion,processed/isic_segmentation/images/train/ISIC_0000099.jpg,processed/isic_segmentation/masks/train/ISIC_0000099.png,raw/isic/images/ISIC_0000099.jpg,raw/isic/masks/ISIC_0000099_segmentation.png
isic_2018_task1_2,segmentation,test,ISIC_0000100,lesion,processed/isic_segmentation/images/test/ISIC_0000100.jpg,processed/isic_segmentation/masks/test/ISIC_0000100.png,raw/isic/images/ISIC_0000100.jpg,raw/isic/masks/ISIC_0000100_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000101,lesion,processed/isic_segmentation/images/val/ISIC_0000101.jpg,processed/isic_segmentation/masks/val/ISIC_0000101.png,raw/isic/images/ISIC_0000101.jpg,raw/isic/masks/ISIC_0000101_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000102,lesion,processed/isic_segmentation/images/train/ISIC_0000102.jpg,processed/isic_segmentation/masks/train/ISIC_0000102.png,raw/isic/images/ISIC_0000102.jpg,raw/isic/masks/ISIC_0000102_segmentation.png
isic_2018_task1_2,segmentation,test,ISIC_0000103,lesion,processed/isic_segmentation/images/test/ISIC_0000103.jpg,processed/isic_segmentation/masks/test/ISIC_0000103.png,raw/isic/images/ISIC_0000103.jpg,raw/isic/masks/ISIC_0000103_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000104,lesion,processed/isic_segmentation/images/train/ISIC_0000104.jpg,processed/isic_segmentation/masks/train/ISIC_0000104.png,raw/isic/images/ISIC_0000104.jpg,raw/isic/masks/ISIC_0000104_segmentation.png
isic_2018_task1_2,segmentation,test,ISIC_0000105,lesion,processed/isic_segmentation/images/test/ISIC_0000105.jpg,processed/isic_segmentation/masks/test/ISIC_0000105.png,raw/isic/images/ISIC_0000105.jpg,raw/isic/masks/ISIC_0000105_segmentation.png
isic_2018_task1_2,segmentation,val,ISIC_0000107,lesion,processed/isic_segmentation/images/val/ISIC_0000107.jpg,processed/isic_segmentation/masks/val/ISIC_0000107.png,raw/isic/images/ISIC_0000107.jpg,raw/isic/masks/ISIC_0000107_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000108,lesion,processed/isic_segmentation/images/train/ISIC_0000108.jpg,processed/isic_segmentation/masks/train/ISIC_0000108.png,raw/isic/images/ISIC_0000108.jpg,raw/isic/masks/ISIC_0000108_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000109,lesion,processed/isic_segmentation/images/train/ISIC_0000109.jpg,processed/isic_segmentation/masks/train/ISIC_0000109.png,raw/isic/images/ISIC_0000109.jpg,raw/isic/masks/ISIC_0000109_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000110,lesion,processed/isic_segmentation/images/train/ISIC_0000110.jpg,processed/isic_segmentation/masks/train/ISIC_0000110.png,raw/isic/images/ISIC_0000110.jpg,raw/isic/masks/ISIC_0000110_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000111,lesion,processed/isic_segmentation/images/train/ISIC_0000111.jpg,processed/isic_segmentation/masks/train/ISIC_0000111.png,raw/isic/images/ISIC_0000111.jpg,raw/isic/masks/ISIC_0000111_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000112,lesion,processed/isic_segmentation/images/train/ISIC_0000112.jpg,processed/isic_segmentation/masks/train/ISIC_0000112.png,raw/isic/images/ISIC_0000112.jpg,raw/isic/masks/ISIC_0000112_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000113,lesion,processed/isic_segmentation/images/train/ISIC_0000113.jpg,processed/isic_segmentation/masks/train/ISIC_0000113.png,raw/isic/images/ISIC_0000113.jpg,raw/isic/masks/ISIC_0000113_segmentation.png
isic_2018_task1_2,segmentation,train,ISIC_0000115,lesion,processed/isic_segmentation/images/train/ISIC_0000115.jpg,processed/isic_segmentation/masks/train/ISIC_0000115.png,raw/isic/images/ISIC_0000115.jpg,raw/isic/masks/ISIC_0000115_segmentation.png
